# META: {"workflow_id": 9, "user_id": 33, "num_abstract": 50, "connector_pattern": "1000100100010000000100110111010100011110001011000", "abstract_services": {"a_0": 122, "a_1": 102, "a_2": 117, "a_3": 107, "a_4": 90, "a_5": 90, "a_6": 98, "a_7": 123, "a_8": 113, "a_9": 91, "a_10": 108, "a_11": 118, "a_12": 98, "a_13": 102, "a_14": 117, "a_15": 106, "a_16": 115, "a_17": 123, "a_18": 123, "a_19": 108, "a_20": 107, "a_21": 120, "a_22": 98, "a_23": 104, "a_24": 91, "a_25": 93, "a_26": 120, "a_27": 110, "a_28": 100, "a_29": 107, "a_30": 114, "a_31": 93, "a_32": 112, "a_33": 116, "a_34": 93, "a_35": 92, "a_36": 101, "a_37": 90, "a_38": 112, "a_39": 98, "a_40": 101, "a_41": 113, "a_42": 102, "a_43": 116, "a_44": 104, "a_45": 108, "a_46": 108, "a_47": 104, "a_48": 89, "a_49": 101}, "total_latency": 6.237, "total_throughput": 1.675}
abstract_service,concrete_service,latency,throughput
a_42,5689,0.092,32.608
a_42,694,0.319,6.269
a_42,1773,15.364,0.195
a_42,5763,0.174,28.735
a_42,2693,0.168,29.761
a_42,2925,0.207,14.492
a_42,1641,0.167,29.94
a_42,4129,0.072,41.666
a_42,1159,0.189,42.328
a_42,3882,0.236,16.949
a_42,664,0.521,7.677
a_42,3566,0.062,64.516
a_42,3059,0.304,13.157
a_42,1587,0.38,5.263
a_42,5807,0.401,159.6
a_42,1171,0.224,13.392
a_42,4069,0.117,25.641
a_42,1675,0.137,29.197
a_42,1351,0.836,3.588
a_42,1195,0.601,3.327
a_42,1783,0.474,25.316
a_42,3182,0.206,29.126
a_42,2675,0.32,9.375
a_42,2955,0.161,18.633
a_42,606,0.197,15.228
a_42,2313,0.303,6.6
a_42,4392,0.064,62.5
a_42,4867,0.093,21.505
a_42,2892,0.214,350.467
a_42,4765,0.229,13.1
a_42,752,0.542,3.69
a_42,5116,0.143,20.979
a_42,4745,0.133,22.556
a_42,835,1.825,1.643
a_42,415,0.171,40.935
a_42,275,0.134,52.238
a_42,5783,0.152,368.421
a_42,438,1.1,6.363
a_42,1310,0.275,14.545
a_42,986,0.136,22.058
a_42,4881,0.085,94.117
a_42,3809,0.031,129.032
a_42,2659,0.418,4.784
a_42,3757,0.064,46.875
a_42,2694,0.177,28.248
a_42,5533,1.081,12.025
a_42,5228,0.563,5.328
a_43,2788,0.165,30.303
a_43,1944,0.317,9.463
a_43,1938,0.31,9.677
a_43,5377,0.076,92.105
a_43,295,0.14,49.999
a_43,1052,0.501,17.964
a_43,1918,0.298,10.067
a_43,3709,0.366,284.153
a_43,4357,0.065,46.153
a_43,2492,0.477,8.385
a_43,541,0.025,120.0
a_43,4727,0.121,16.528
a_43,782,2.895,1.727
a_43,4938,0.369,13.55
a_43,5445,0.233,12.875
a_43,422,0.201,34.825
a_43,367,0.176,39.772
a_43,2851,0.166,24.096
a_43,4772,0.137,14.598
a_43,1297,0.136,955.882
a_43,1172,0.327,12.232
a_43,1710,0.138,224.637
a_43,646,0.618,4.854
a_43,2167,0.153,19.607
a_43,2901,0.182,395.604
a_43,4408,0.138,144.927
a_43,1478,0.373,8.042
a_43,3158,0.306,9.803
a_43,5615,0.253,7.905
a_43,1131,0.699,138.769
a_43,2696,0.165,30.303
a_43,262,0.131,53.435
a_43,2812,0.187,26.737
a_43,1848,0.857,170.361
a_43,3942,0.104,57.692
a_43,3837,0.142,21.126
a_43,5243,5.212,170.376
a_43,37,0.824,10.922
a_43,1694,0.142,35.211
a_43,3310,0.123,32.52
a_43,5633,0.195,15.384
a_43,1344,0.26,15.384
a_43,5263,0.174,68.965
a_43,2062,2.315,990.496
a_43,2310,0.299,10.033
a_43,3055,0.321,9.345
a_43,2235,0.384,7.812
a_43,767,1.001,1.998
a_43,3636,0.23,13.043
a_43,186,0.458,19.65
a_43,4638,0.043,46.511
a_43,3791,0.123,65.04
a_43,4265,0.126,31.746
a_43,3453,0.164,18.292
a_43,4652,0.137,29.197
a_43,5190,0.416,19.23
a_43,4950,0.079,126.582
a_43,2946,0.338,11.834
a_43,770,0.539,5.565
a_43,4260,0.243,16.46
a_43,3954,0.115,34.782
a_43,4157,0.054,37.037
a_43,2529,0.476,8.403
a_43,1764,0.398,7.537
a_43,498,0.201,39.8
a_43,4014,0.043,46.511
a_43,5193,0.463,8.639
a_43,2933,0.162,24.691
a_43,1361,0.566,28.268
a_43,163,0.317,9.463
a_43,4961,0.244,8.196
a_43,2341,0.181,16.574
a_43,1099,0.129,23.255
a_43,978,0.556,3.597
a_43,4737,0.202,44.554
a_43,192,0.584,8.561
a_43,2950,0.258,11.627
a_43,5618,0.159,18.867
a_43,2858,0.169,23.668
a_43,4577,0.103,29.126
a_43,2451,0.929,5.382
a_43,3449,0.167,23.952
a_43,1804,0.357,11.204
a_43,4264,0.064,62.5
a_43,1992,0.39,7.692
a_43,286,0.13,53.846
a_43,4130,0.09,33.333
a_43,4692,0.103,29.126
a_43,3203,0.207,14.492
a_43,4405,0.132,30.303
a_43,289,0.137,51.094
a_43,5003,0.342,11.695
a_43,2954,0.166,24.096
a_43,3550,0.062,48.387
a_43,2731,0.162,43.209
a_43,5321,0.052,57.692
a_43,1550,0.559,3.577
a_43,574,0.37,10.81
a_43,3441,0.165,18.181
a_43,1627,0.36,5.555
a_43,3151,0.305,9.836
a_43,1912,1.432,152.234
a_43,1186,0.444,4.504
a_43,314,0.13,53.846
a_43,5057,0.149,187.919
a_43,2222,0.237,12.658
a_43,4443,0.064,62.5
a_43,1283,0.132,424.242
a_43,713,0.509,7.858
a_43,3838,0.14,14.285
a_43,2632,0.237,691.983
a_43,217,0.937,105.656
a_43,2658,0.398,10.05
a_43,2462,0.154,19.48
a_43,3622,0.089,33.707
a_43,4091,0.109,27.522
a_44,2710,0.168,29.761
a_44,1051,0.447,22.371
a_44,3113,0.217,13.824
a_44,1256,0.885,4.519
a_44,5645,0.042,47.619
a_44,5590,0.175,17.142
a_44,1563,0.556,3.597
a_44,4947,0.022,90.909
a_44,5571,0.152,32.894
a_44,2506,0.28,14.285
a_44,2477,0.284,31.69
a_44,3418,0.138,28.985
a_44,3144,0.71,8.45
a_44,4368,0.034,88.235
a_44,51,0.248,8.064
a_44,5309,0.025,200.0
a_44,2651,0.36,16.666
a_44,915,0.407,7.371
a_44,2467,0.353,8.498
a_44,2044,3.538,1.13
a_44,4252,0.163,24.539
a_44,1198,0.244,16.393
a_44,4973,0.084,47.619
a_44,2384,0.218,36.697
a_44,4586,0.074,40.54
a_44,34,1.516,1.978
a_44,3546,0.021,142.857
a_44,4953,0.116,25.862
a_44,202,0.525,5.714
a_44,2704,0.165,24.242
a_44,282,0.13,53.846
a_44,2244,0.679,11.782
a_44,5026,0.116,86.206
a_44,624,0.246,8.13
a_44,3382,0.147,455.782
a_44,516,0.303,9.9
a_44,1240,0.13,23.076
a_44,127,0.137,21.897
a_44,741,0.539,7.421
a_44,1009,0.31,61.29
a_44,640,0.298,26.845
a_44,3354,0.353,212.464
a_44,743,0.681,4.405
a_44,32,0.297,10.101
a_44,775,1.376,2.906
a_44,5164,0.358,13.966
a_44,5107,0.133,52.631
a_44,2583,0.315,6.349
a_44,4308,0.119,42.016
a_44,2552,0.156,19.23
a_44,5750,0.064,46.875
a_44,4206,0.169,23.668
a_44,1120,0.473,8.456
a_44,2006,0.345,5.797
a_44,1086,0.167,17.964
a_44,566,0.21,9.523
a_44,2375,0.238,33.613
a_44,1615,0.378,7.936
a_44,2246,0.419,4.773
a_44,1393,1.225,61.224
a_44,97,3.725,1.073
a_44,2593,0.572,1.748
a_44,3334,0.118,25.423
a_44,4214,4.873,0.41
a_44,3579,0.066,45.454
a_44,2752,0.176,28.409
a_44,2958,0.429,6.993
a_44,91,0.178,22.471
a_44,1594,0.252,11.904
a_44,4243,0.125,32.0
a_44,3850,0.053,264.15
a_44,2453,0.341,8.797
a_44,2652,0.176,11.363
a_44,104,0.422,4.739
a_44,1739,0.151,874.172
a_44,933,0.297,13.468
a_44,4880,0.142,14.084
a_44,299,12.172,0.657
a_44,3856,0.327,9.174
a_44,2354,0.679,5.891
a_44,3044,0.374,8.021
a_44,4110,0.522,7.662
a_44,5658,0.063,47.619
a_44,1298,0.125,248.0
a_44,290,0.133,52.631
a_44,5754,0.149,67.114
a_44,925,0.346,8.67
a_44,4856,0.065,61.538
a_44,4161,0.531,173.258
a_44,2559,0.161,18.633
a_44,1973,0.304,6.578
a_44,5142,0.784,89.285
a_44,1257,0.194,36.082
a_44,3949,0.09,55.555
a_44,223,0.21,42.857
a_44,99,0.991,4.036
a_44,1771,0.219,9.132
a_44,2781,0.17,23.529
a_44,5274,0.234,4.273
a_44,4094,0.255,7.843
a_44,1302,0.197,15.228
a_44,3812,0.031,64.516
a_44,2066,0.127,23.622
a_44,1472,1.049,2.859
a_45,5322,0.241,12.448
a_45,3930,0.111,54.054
a_45,4125,0.12,33.333
a_45,245,0.132,53.03
a_45,3731,0.106,28.301
a_45,3761,0.043,69.767
a_45,3148,0.274,14.598
a_45,1000,0.406,4.926
a_45,2194,0.3,10.0
a_45,4329,0.21,19.047
a_45,717,0.968,2.066
a_45,1044,0.344,11.627
a_45,2845,0.164,30.487
a_45,2469,0.181,16.574
a_45,2725,0.183,27.322
a_45,1703,0.195,282.051
a_45,4639,0.378,5.291
a_45,2938,0.118,33.898
a_45,4136,0.221,18.099
a_45,2382,0.217,36.866
a_45,2,0.239,25.104
a_45,589,0.133,22.556
a_45,1473,0.555,10.81
a_45,3492,0.149,13.422
a_45,1676,0.142,35.211
a_45,5588,0.796,5.025
a_45,1132,0.251,7.968
a_45,841,0.989,4.044
a_45,2808,0.169,29.585
a_45,538,0.025,120.0
a_45,1768,1.47,2.04
a_45,2524,0.27,7.407
a_45,4261,0.215,9.302
a_45,348,0.208,33.653
a_45,2153,0.335,8.955
a_45,5448,0.236,12.711
a_45,225,12.503,0.639
a_45,5298,0.112,17.857
a_45,4599,0.288,6.944
a_45,1669,0.149,33.557
a_45,5789,0.084,23.809
a_45,2377,0.219,36.529
a_45,2761,0.181,27.624
a_45,1407,0.309,6.472
a_45,4844,0.065,46.153
a_45,1100,0.135,22.222
a_45,5129,0.666,6.006
a_45,2507,0.149,26.845
a_45,1915,0.241,24.896
a_45,1019,0.285,7.017
a_45,3569,0.071,42.253
a_45,5514,0.227,8.81
a_45,2468,0.172,17.441
a_45,1276,0.138,847.826
a_45,3903,0.056,125.0
a_45,2660,0.422,26.066
a_45,3508,0.075,40.0
a_45,1692,0.148,33.783
a_45,2937,0.115,34.782
a_45,5824,0.477,8.385
a_45,4868,0.085,23.529
a_45,1691,0.158,31.645
a_45,3432,0.141,21.276
a_45,3338,0.162,37.037
a_45,1168,0.151,33.112
a_45,3512,0.045,66.666
a_45,1736,0.163,361.963
a_45,3939,0.085,70.588
a_45,5526,0.407,17.199
a_45,2855,0.167,29.94
a_45,5167,0.281,21.352
a_45,1371,0.525,5.714
a_45,4634,0.066,30.303
a_45,2010,0.274,18.248
a_45,184,0.565,5.309
a_45,2260,0.421,4.75
a_45,661,1.47,2.721
a_45,1667,0.136,36.764
a_45,5012,0.263,11.406
a_45,3032,0.282,10.638
a_45,4616,0.206,14.563
a_45,1782,0.299,10.033
a_45,3176,0.227,13.215
a_45,3928,0.046,130.434
a_45,2556,0.326,9.202
a_45,4654,0.116,34.482
a_45,5317,0.177,22.598
a_45,5187,0.343,8.746
a_45,2548,0.303,9.9
a_45,3222,0.278,10.791
a_45,2162,0.348,22.988
a_45,3420,0.144,20.833
a_45,4924,0.1,20.0
a_45,5014,0.126,31.746
a_45,29,0.317,9.463
a_45,3381,0.069,826.086
a_45,5659,0.063,63.492
a_45,5148,0.061,49.18
a_45,4646,0.087,34.482
a_45,4447,0.069,57.971
a_45,5623,0.219,13.698
a_45,2054,0.83,3.614
a_45,501,0.209,43.062
a_45,5461,0.388,23.195
a_45,216,0.8,3.75
a_45,2289,0.537,63.314
a_45,2822,0.166,24.096
a_45,4145,0.092,271.739
a_46,3493,0.15,40.0
a_46,5390,0.195,10.256
a_46,4735,0.06,116.666
a_46,1776,0.28,14.285
a_46,168,0.17,17.647
a_46,1212,0.461,8.676
a_46,4489,0.409,7.334
a_46,1249,0.177,16.949
a_46,3063,0.212,28.301
a_46,806,0.475,4.21
a_46,3977,0.136,36.764
a_46,1792,0.315,9.523
a_46,4343,0.097,20.618
a_46,1445,0.168,23.809
a_46,3330,0.146,41.095
a_46,812,1.364,1.466
a_46,2678,0.329,112.462
a_46,2019,0.253,7.905
a_46,2877,0.346,11.56
a_46,311,0.189,37.037
a_46,2977,0.36,11.111
a_46,1362,0.45,391.111
a_46,1376,0.161,62.111
a_46,2221,2.023,1.482
a_46,947,0.212,14.15
a_46,3811,0.039,230.769
a_46,5355,0.123,73.17
a_46,4524,0.129,201.55
a_46,1479,0.341,14.662
a_46,1111,0.457,8.752
a_46,4427,0.064,46.875
a_46,4661,0.101,49.504
a_46,3316,0.379,889.182
a_46,3698,0.113,26.548
a_46,3786,0.041,73.17
a_46,1193,1.261,896.907
a_46,5350,0.226,17.699
a_46,5506,0.229,8.733
a_46,2819,0.168,29.761
a_46,3457,0.163,24.539
a_46,5184,0.296,10.135
a_46,3318,0.138,14.492
a_46,2796,0.174,28.735
a_46,1411,0.367,5.449
a_46,2998,0.17,23.529
a_46,5629,0.131,30.534
a_46,1517,0.132,15.151
a_46,2528,0.616,8.116
a_46,816,6.303,0.317
a_46,1083,0.149,20.134
a_46,5516,0.688,2.906
a_46,1108,0.449,8.908
a_46,2566,0.15,13.333
a_46,1152,0.403,22.332
a_46,1728,0.167,988.023
a_46,5757,0.121,24.793
a_46,1164,0.196,20.408
a_46,1955,0.12,25.0
a_46,3973,0.077,25.974
a_46,3444,0.165,24.242
a_46,3404,0.177,22.598
a_46,3755,0.044,68.181
a_46,2575,0.398,37.688
a_46,4266,0.077,38.961
a_46,1423,0.56,7.142
a_46,1631,1.101,1.816
a_46,3729,0.048,62.5
a_46,4907,0.077,38.961
a_46,2070,0.124,24.193
a_46,1124,1.223,2.452
a_46,357,0.151,46.357
a_46,2443,0.711,4.219
a_46,3401,0.121,33.057
a_46,4092,0.064,46.875
a_46,3656,0.046,65.217
a_46,5222,0.275,7.272
a_46,1690,0.152,32.894
a_46,4909,0.103,29.126
a_46,4774,0.224,13.392
a_46,3462,0.069,43.478
a_46,5284,0.179,22.346
a_46,4875,0.154,25.974
a_46,895,0.091,32.967
a_46,4334,0.065,61.538
a_46,2362,0.654,4.587
a_46,4580,0.134,22.388
a_46,141,0.28,10.714
a_46,997,0.373,5.361
a_46,20,0.21,14.285
a_46,827,0.877,10.262
a_46,2992,0.111,27.027
a_46,451,11.221,0.712
a_46,463,0.193,46.632
a_46,2726,0.161,31.055
a_46,4101,0.316,9.493
a_46,657,0.225,8.888
a_46,3507,0.058,51.724
a_46,285,0.136,51.47
a_46,4016,0.03,66.666
a_46,4412,0.137,29.197
a_46,1465,0.396,7.575
a_46,3400,0.495,16.161
a_46,410,12.355,0.647
a_46,4716,0.2,10.0
a_46,1088,0.24,12.5
a_46,3392,0.504,15.873
a_46,2967,0.161,18.633
a_46,4426,0.134,29.85
a_47,4220,0.43,4.651
a_47,4414,0.064,62.5
a_47,2828,0.17,29.411
a_47,2000,0.159,12.578
a_47,4323,0.171,233.918
a_47,2135,0.449,6.681
a_47,4783,0.487,10.266
a_47,2251,0.143,20.979
a_47,1726,0.174,339.08
a_47,807,0.994,2.012
a_47,2824,0.164,30.487
a_47,4211,0.089,33.707
a_47,5043,0.281,24.911
a_47,3620,0.072,41.666
a_47,755,0.457,4.376
a_47,5518,0.28,7.142
a_47,4636,0.268,7.462
a_47,5259,0.148,20.27
a_47,2023,0.271,11.07
a_47,1578,0.208,269.23
a_47,4614,0.23,13.043
a_47,258,0.2,35.0
a_47,4435,0.068,44.117
a_47,3179,0.205,19.512
a_47,2328,1.524,5.905
a_47,3522,0.026,115.384
a_47,4937,0.148,189.189
a_47,1006,0.272,7.352
a_47,2485,0.318,31.446
a_47,2446,0.28,10.714
a_47,1091,0.255,11.764
a_47,2587,0.204,19.607
a_47,5199,0.719,15.299
a_47,3820,0.103,9.708
a_47,2360,0.602,3.322
a_47,4527,0.024,125.0
a_47,77,0.645,6.201
a_47,4459,0.117,25.641
a_47,4221,0.125,32.0
a_47,5544,0.169,41.42
a_47,3544,0.051,58.823
a_47,562,0.134,22.388
a_47,139,0.528,240.53
a_47,2898,0.203,645.32
a_47,2297,0.352,5.681
a_47,2335,0.387,25.839
a_47,2929,0.21,14.285
a_47,470,0.143,62.937
a_47,4861,0.121,41.322
a_47,4086,0.073,54.794
a_47,617,0.447,13.422
a_47,4057,0.566,339.222
a_47,2013,0.256,11.718
a_47,421,0.489,14.314
a_47,5541,0.167,41.916
a_47,5817,0.26,11.538
a_47,2143,0.355,8.45
a_47,3391,0.483,16.563
a_47,4026,0.107,18.691
a_47,2103,0.397,15.113
a_47,920,0.547,53.016
a_47,1592,0.262,15.267
a_47,1151,0.465,19.354
a_47,445,12.42,0.644
a_47,5657,0.063,47.619
a_47,354,0.181,38.674
a_47,4245,0.066,45.454
a_47,613,0.494,8.097
a_47,1634,0.373,10.723
a_47,1306,0.18,11.111
a_47,5364,0.14,49.999
a_47,4358,0.064,62.5
a_47,5476,0.131,53.435
a_47,2155,0.343,20.408
a_47,5414,1.551,3.868
a_47,1346,0.406,9.852
a_47,5246,0.582,3.436
a_47,2746,0.164,30.487
a_47,2689,0.171,29.239
a_47,3915,0.059,101.694
a_47,623,0.249,8.032
a_47,5525,0.306,13.071
a_47,3646,0.031,96.774
a_47,4852,0.172,17.441
a_47,4723,5.453,0.366
a_47,2904,0.19,731.578
a_47,924,0.363,101.928
a_47,2641,1.955,226.086
a_47,1599,0.364,8.241
a_47,5054,0.378,7.936
a_47,2296,0.316,15.822
a_47,5661,0.065,46.153
a_47,2324,0.567,3.527
a_47,3830,0.307,6.514
a_47,4553,0.138,297.101
a_47,4564,0.141,7.092
a_47,2059,2.334,982.433
a_47,256,0.165,42.424
a_47,4996,0.085,47.058
a_47,2554,0.54,5.555
a_47,5152,0.203,19.704
a_47,4100,0.314,9.554
a_47,5503,0.237,8.438
a_47,4,0.221,9.049
a_48,4537,0.621,9.661
a_48,2918,0.169,17.751
a_48,3849,0.047,85.106
a_48,531,0.055,54.545
a_48,355,0.203,34.482
a_48,1850,0.849,2.355
a_48,1921,0.346,11.56
a_48,1525,3.578,0.558
a_48,2270,0.36,5.555
a_48,5313,0.108,46.296
a_48,3043,0.3,13.333
a_48,2957,0.24,129.166
a_48,747,0.225,8.888
a_48,2945,0.213,14.084
a_48,804,1.108,2.707
a_48,5460,0.13,53.846
a_48,5227,0.33,9.09
a_48,1626,0.345,14.492
a_48,458,0.096,93.75
a_48,5501,0.277,7.22
a_48,4279,0.081,49.382
a_48,3634,0.062,48.387
a_48,5221,0.455,39.56
a_48,714,4.43,0.902
a_48,2736,0.167,29.94
a_48,4990,0.058,51.724
a_48,710,0.495,10.101
a_48,723,0.273,7.326
a_48,3180,0.235,12.765
a_48,1267,0.122,24.59
a_48,1734,0.188,872.34
a_48,4464,0.196,20.408
a_48,1239,0.359,8.356
a_48,2401,1.034,2.901
a_48,2082,0.204,9.803
a_48,2398,0.199,15.075
a_48,347,0.13,53.846
a_48,901,0.239,33.472
a_48,4028,0.258,11.627
a_48,1114,0.485,6.185
a_48,3249,0.129,31.007
a_48,4200,0.036,83.333
a_48,466,0.272,33.088
a_48,5734,0.208,19.23
a_48,3025,0.368,8.152
a_48,2216,0.622,4.823
a_48,3863,0.146,13.698
a_48,5178,0.259,11.583
a_48,297,0.153,45.751
a_48,2718,0.18,22.222
a_48,2508,0.264,7.575
a_48,5779,0.265,75.471
a_48,995,3.075,108.617
a_48,1789,0.43,11.627
a_48,5608,0.242,12.396
a_48,3109,0.243,12.345
a_48,5281,0.084,154.761
a_48,3989,0.045,200.0
a_48,5189,0.829,3.618
a_48,4704,0.173,23.121
a_48,2404,0.195,10.256
a_48,3398,0.488,16.393
a_48,5644,0.041,73.17
a_48,4677,0.203,49.261
a_48,3670,0.133,22.556
a_48,4934,3.05,1.311
a_48,4899,0.208,9.615
a_48,2108,0.315,9.523
a_48,5150,0.245,16.326
a_48,5144,0.436,9.174
a_48,4623,0.308,12.987
a_48,4218,0.079,37.974
a_48,235,0.13,53.846
a_48,4657,0.416,350.961
a_48,4515,0.103,48.543
a_48,3321,0.115,26.086
a_48,857,0.539,3.71
a_48,1430,0.351,8.547
a_48,5604,0.165,30.303
a_48,1551,0.562,3.558
a_48,1855,0.283,7.067
a_48,1951,0.153,19.607
a_48,3036,0.268,11.194
a_48,5781,0.101,39.603
a_48,1511,1.334,233.883
a_48,4347,0.124,322.58
a_48,2585,0.859,4.656
a_48,5177,0.989,697.674
a_48,1695,0.136,36.764
a_49,4558,0.12,341.666
a_49,2124,0.923,66.088
a_49,4925,0.158,25.316
a_49,2864,0.165,30.303
a_49,1629,0.506,3.952
a_49,1381,0.385,7.792
a_49,4107,0.086,81.395
a_49,5166,0.274,7.299
a_49,3427,0.391,10.23
a_49,4513,0.087,34.482
a_49,116,0.3,13.333
a_49,425,12.551,0.637
a_49,423,0.19,36.842
a_49,4985,0.185,16.216
a_49,4126,0.088,45.454
a_49,4065,0.05,40.0
a_49,4389,0.177,16.949
a_49,4545,0.086,23.255
a_49,2186,0.297,33.67
a_49,4335,0.197,203.045
a_49,5597,0.135,22.222
a_49,4128,0.055,54.545
a_49,2130,0.349,8.595
a_49,526,0.35,22.857
a_49,5599,0.328,15.243
a_49,405,1.0,7.0
a_49,4494,0.034,58.823
a_49,1139,0.389,23.136
a_49,2118,0.287,13.937
a_49,3818,0.166,6.024
a_49,3510,0.047,63.829
a_49,157,0.399,5.012
a_49,2115,0.74,5.405
a_49,2405,0.159,18.867
a_49,2171,0.767,203.389
a_49,4463,0.064,46.875
a_49,5468,0.131,61.068
a_49,5592,0.328,6.097
a_49,1567,0.122,24.59
a_49,5758,0.145,89.655
a_49,3720,0.1,840.0
a_49,4018,0.814,128.992
a_49,785,0.303,9.9
a_49,4285,0.097,41.237
a_49,5679,0.048,62.5
a_49,1606,0.472,21.186
a_49,3183,0.202,14.851
a_49,1832,0.367,10.899
a_49,720,1.287,3.108
a_49,3521,0.082,36.585
a_49,2595,0.508,3.937
a_49,1746,0.168,982.142
a_49,1314,1.616,1.237
a_49,2866,0.818,6.112
a_49,1590,0.255,11.764
a_49,1685,0.175,28.571
a_49,5397,3.144,0.636
a_49,3193,0.22,13.636
a_49,2102,0.34,14.705
a_49,3410,0.182,16.483
a_49,1147,0.357,78.431
a_49,1884,0.368,8.152
a_49,855,0.639,3.129
a_49,1870,1.062,7.532
a_49,701,0.301,6.644
a_49,2787,0.331,15.105
a_49,2527,0.252,7.936
a_49,2448,0.305,13.114
a_49,4023,0.797,131.744
a_49,3452,0.169,29.585
a_49,5731,0.059,67.796
a_49,1718,0.233,304.721
a_49,2334,0.173,17.341
a_49,2048,3.669,1.09
a_49,716,1.54,3.246
a_49,3964,0.065,15.384
a_49,3163,0.203,19.704
a_49,2836,0.168,29.761
a_49,1173,0.339,8.849
a_49,1810,0.358,11.173
a_49,5027,0.236,118.644
a_49,3675,0.125,24.0
a_49,2015,0.548,7.299
a_49,5666,0.068,44.117
a_49,4794,0.05,40.0
a_49,1384,0.137,21.897
a_49,4850,0.113,17.699
a_49,3597,0.044,68.181
a_49,453,10.241,0.781
a_49,1947,0.126,23.809
a_49,2269,0.369,5.42
a_49,851,0.878,70.615
a_49,1369,2.097,1.43
a_49,4753,0.186,10.752
a_49,4484,0.284,14.084
a_49,3945,0.088,45.454
a_49,1021,0.707,192.362
a_49,5580,0.368,10.869
a_49,1002,0.27,37.037
a_49,1772,0.185,10.81
a_49,4063,0.16,93.75
